english_term;spanish_term;migrationsbezug_eng;migrationsbezug_spa;polysemie_eng;polysemie_spa;topic_number;topic;migrationsbezug_equal;migrationsbezug_any;migrationsbezug_both;qs_position;qs_eng;qs_spa;bundesstaat;stadt;land;uhrzeit;land_gruppe;qs_identifier_en;term_qs_identifier_en;qs_identifier_es;term_qs_identifier_es;qs_migrationsbezug_eng_final;status_eng_final;error_message_eng_final;qs_migrationsbezug_spa_final;status_spa_final;error_message_spa_final
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;5;foreign government official in spanish;;Colima;Colima;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_377619a344289e8ff80f2cd3c2c093e4831a9e87;en_tq_efa79f6f74cc0d74b591f38315a3c70d5ffbc4fc;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;6;foreign government official visa meaning;;Colima;Colima;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_83e7c5b145e20b1c139255abe0ba34cabf34863c;en_tq_5ee7d64ff2ee1a53ffdda217a15b2074884a2602;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;7;foreign public official;;Colima;Colima;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_2517614c7f6e34dfe833d55a3dddf973c527d02c;en_tq_d3f4fec318a47d3fb0c92cefa3caaa9c77f3295c;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;8;foreign public official meaning;;Colima;Colima;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_cca4433ad3c84836c6c3daba11c5f5433065fa72;en_tq_505372f54f4aa04e915b924fcbb693bacfd4d502;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;9;foreign public official examples;;Colima;Colima;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_8b4873c09695805f383bcaf10d1ced0ea28fdcad;en_tq_a270d9809f89127b9d2d0c4a1780ff15df524f2a;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;10;foreign public official bribery act;;Colima;Colima;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_27524dfbbabb7323f0458f44f21540ed841b754b;en_tq_cbf5d581aaae94bdef82bc64d32a3b5545a160e2;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;1;foreign government official;funcionario de gobierno extranjeros;Durango;Durango;Mexiko;2026-03-15 07:42:10 MST (-0700);mexiko;en_ea40b26f806da5693cefa423b2779c15633771a0;en_tq_dc74c52337880f3f0ca4431e760b101d97448e02;es_092916e4524df82934d414596e89ce71a154a71c;es_tq_de9e1e1bd28dc00b2b53e9666b7a4c471f8d8a73;0;ok;;;error;Missing result for id
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;2;foreign government official definition;funcionario de gobierno extranjero durango;Durango;Durango;Mexiko;2026-03-15 07:42:10 MST (-0700);mexiko;en_5ca6687d92a8f8962fee89044f33d302a5b537f6;en_tq_b11cb27f44d9b56314746136132bc2adb1c54e86;es_a715d9a64d6cc0722cfa39297669a41cc95b0a0d;es_tq_7fc18ed28277fc53792539439c7c230ef7d6b6ee;0;ok;;0;ok;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;3;foreign government official visa;;Durango;Durango;Mexiko;2026-03-15 07:42:10 MST (-0700);mexiko;en_afbceaca473debfc89d64760cd5d5ba5f559bc1d;en_tq_7e531f7a7ad3d8682ab600d17a1ba24a8b52e400;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;1;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;4;foreign government official meaning;;Durango;Durango;Mexiko;2026-03-15 07:42:10 MST (-0700);mexiko;en_e98d47a73013114dd150c5a62c76fdf893fe34d9;en_tq_24fde307ebfd29573909d3903076b315ac2d1d6b;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;5;foreign government official in spanish;;Durango;Durango;Mexiko;2026-03-15 07:42:10 MST (-0700);mexiko;en_377619a344289e8ff80f2cd3c2c093e4831a9e87;en_tq_efa79f6f74cc0d74b591f38315a3c70d5ffbc4fc;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;6;foreign government official visa meaning;;Durango;Durango;Mexiko;2026-03-15 07:42:10 MST (-0700);mexiko;en_83e7c5b145e20b1c139255abe0ba34cabf34863c;en_tq_5ee7d64ff2ee1a53ffdda217a15b2074884a2602;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;7;foreign public official;;Durango;Durango;Mexiko;2026-03-15 07:42:10 MST (-0700);mexiko;en_2517614c7f6e34dfe833d55a3dddf973c527d02c;en_tq_d3f4fec318a47d3fb0c92cefa3caaa9c77f3295c;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;8;foreign public official meaning;;Durango;Durango;Mexiko;2026-03-15 07:42:10 MST (-0700);mexiko;en_cca4433ad3c84836c6c3daba11c5f5433065fa72;en_tq_505372f54f4aa04e915b924fcbb693bacfd4d502;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;9;foreign public official examples;;Durango;Durango;Mexiko;2026-03-15 07:42:10 MST (-0700);mexiko;en_8b4873c09695805f383bcaf10d1ced0ea28fdcad;en_tq_a270d9809f89127b9d2d0c4a1780ff15df524f2a;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;10;foreign public official bribery act;;Durango;Durango;Mexiko;2026-03-15 07:42:10 MST (-0700);mexiko;en_27524dfbbabb7323f0458f44f21540ed841b754b;en_tq_cbf5d581aaae94bdef82bc64d32a3b5545a160e2;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;1;foreign government official;funcionario de gobierno extranjeros;Guanajuato;Guanajuato;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_ea40b26f806da5693cefa423b2779c15633771a0;en_tq_dc74c52337880f3f0ca4431e760b101d97448e02;es_092916e4524df82934d414596e89ce71a154a71c;es_tq_de9e1e1bd28dc00b2b53e9666b7a4c471f8d8a73;0;ok;;;error;Missing result for id
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;2;foreign government official definition;funcionario de gobierno extranjero guanajuato;Guanajuato;Guanajuato;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_5ca6687d92a8f8962fee89044f33d302a5b537f6;en_tq_b11cb27f44d9b56314746136132bc2adb1c54e86;es_3fe5b3b54336f513e47ba01697d11fd578ad1eb2;es_tq_ca7f549e446ac432a326441661f794bfc4e0a0dc;0;ok;;0;ok;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;3;foreign government official visa;;Guanajuato;Guanajuato;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_afbceaca473debfc89d64760cd5d5ba5f559bc1d;en_tq_7e531f7a7ad3d8682ab600d17a1ba24a8b52e400;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;1;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;4;foreign government official meaning;;Guanajuato;Guanajuato;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_e98d47a73013114dd150c5a62c76fdf893fe34d9;en_tq_24fde307ebfd29573909d3903076b315ac2d1d6b;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;5;foreign government official in spanish;;Guanajuato;Guanajuato;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_377619a344289e8ff80f2cd3c2c093e4831a9e87;en_tq_efa79f6f74cc0d74b591f38315a3c70d5ffbc4fc;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;6;foreign government official visa meaning;;Guanajuato;Guanajuato;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_83e7c5b145e20b1c139255abe0ba34cabf34863c;en_tq_5ee7d64ff2ee1a53ffdda217a15b2074884a2602;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;7;foreign public official;;Guanajuato;Guanajuato;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_2517614c7f6e34dfe833d55a3dddf973c527d02c;en_tq_d3f4fec318a47d3fb0c92cefa3caaa9c77f3295c;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;8;foreign public official meaning;;Guanajuato;Guanajuato;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_cca4433ad3c84836c6c3daba11c5f5433065fa72;en_tq_505372f54f4aa04e915b924fcbb693bacfd4d502;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;9;foreign public official examples;;Guanajuato;Guanajuato;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_8b4873c09695805f383bcaf10d1ced0ea28fdcad;en_tq_a270d9809f89127b9d2d0c4a1780ff15df524f2a;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;10;foreign public official bribery act;;Guanajuato;Guanajuato;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_27524dfbbabb7323f0458f44f21540ed841b754b;en_tq_cbf5d581aaae94bdef82bc64d32a3b5545a160e2;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;1;foreign government official;funcionario de gobierno extranjeros;Guerrero;Chilpancingo;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_ea40b26f806da5693cefa423b2779c15633771a0;en_tq_dc74c52337880f3f0ca4431e760b101d97448e02;es_092916e4524df82934d414596e89ce71a154a71c;es_tq_de9e1e1bd28dc00b2b53e9666b7a4c471f8d8a73;0;ok;;;error;Missing result for id
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;2;foreign government official definition;;Guerrero;Chilpancingo;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_5ca6687d92a8f8962fee89044f33d302a5b537f6;en_tq_b11cb27f44d9b56314746136132bc2adb1c54e86;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;3;foreign government official visa;;Guerrero;Chilpancingo;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_afbceaca473debfc89d64760cd5d5ba5f559bc1d;en_tq_7e531f7a7ad3d8682ab600d17a1ba24a8b52e400;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;1;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;4;foreign government official meaning;;Guerrero;Chilpancingo;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_e98d47a73013114dd150c5a62c76fdf893fe34d9;en_tq_24fde307ebfd29573909d3903076b315ac2d1d6b;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;5;foreign government official in spanish;;Guerrero;Chilpancingo;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_377619a344289e8ff80f2cd3c2c093e4831a9e87;en_tq_efa79f6f74cc0d74b591f38315a3c70d5ffbc4fc;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;6;foreign government official visa meaning;;Guerrero;Chilpancingo;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_83e7c5b145e20b1c139255abe0ba34cabf34863c;en_tq_5ee7d64ff2ee1a53ffdda217a15b2074884a2602;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;7;foreign public official;;Guerrero;Chilpancingo;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_2517614c7f6e34dfe833d55a3dddf973c527d02c;en_tq_d3f4fec318a47d3fb0c92cefa3caaa9c77f3295c;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;8;foreign public official meaning;;Guerrero;Chilpancingo;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_cca4433ad3c84836c6c3daba11c5f5433065fa72;en_tq_505372f54f4aa04e915b924fcbb693bacfd4d502;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;9;foreign public official examples;;Guerrero;Chilpancingo;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_8b4873c09695805f383bcaf10d1ced0ea28fdcad;en_tq_a270d9809f89127b9d2d0c4a1780ff15df524f2a;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;10;foreign public official bribery act;;Guerrero;Chilpancingo;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_27524dfbbabb7323f0458f44f21540ed841b754b;en_tq_cbf5d581aaae94bdef82bc64d32a3b5545a160e2;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;1;foreign government official;funcionario de gobierno extranjeros;Hidalgo;Pachuca;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_ea40b26f806da5693cefa423b2779c15633771a0;en_tq_dc74c52337880f3f0ca4431e760b101d97448e02;es_092916e4524df82934d414596e89ce71a154a71c;es_tq_de9e1e1bd28dc00b2b53e9666b7a4c471f8d8a73;0;ok;;;error;Missing result for id
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;2;foreign government official definition;funcionario de gobierno extranjero hidalgo;Hidalgo;Pachuca;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_5ca6687d92a8f8962fee89044f33d302a5b537f6;en_tq_b11cb27f44d9b56314746136132bc2adb1c54e86;es_e9156c94911f7d4b47614a8c7d41de66e57f33dc;es_tq_9e24dd58b6102c617c920d3a2ca8b21b09d34329;0;ok;;0;ok;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;3;foreign government official visa;;Hidalgo;Pachuca;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_afbceaca473debfc89d64760cd5d5ba5f559bc1d;en_tq_7e531f7a7ad3d8682ab600d17a1ba24a8b52e400;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;1;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;4;foreign government official meaning;;Hidalgo;Pachuca;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_e98d47a73013114dd150c5a62c76fdf893fe34d9;en_tq_24fde307ebfd29573909d3903076b315ac2d1d6b;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;5;foreign government official in spanish;;Hidalgo;Pachuca;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_377619a344289e8ff80f2cd3c2c093e4831a9e87;en_tq_efa79f6f74cc0d74b591f38315a3c70d5ffbc4fc;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;6;foreign government official visa meaning;;Hidalgo;Pachuca;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_83e7c5b145e20b1c139255abe0ba34cabf34863c;en_tq_5ee7d64ff2ee1a53ffdda217a15b2074884a2602;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;7;foreign public official;;Hidalgo;Pachuca;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_2517614c7f6e34dfe833d55a3dddf973c527d02c;en_tq_d3f4fec318a47d3fb0c92cefa3caaa9c77f3295c;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;8;foreign public official meaning;;Hidalgo;Pachuca;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_cca4433ad3c84836c6c3daba11c5f5433065fa72;en_tq_505372f54f4aa04e915b924fcbb693bacfd4d502;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;9;foreign public official examples;;Hidalgo;Pachuca;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_8b4873c09695805f383bcaf10d1ced0ea28fdcad;en_tq_a270d9809f89127b9d2d0c4a1780ff15df524f2a;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;10;foreign public official bribery act;;Hidalgo;Pachuca;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_27524dfbbabb7323f0458f44f21540ed841b754b;en_tq_cbf5d581aaae94bdef82bc64d32a3b5545a160e2;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;1;foreign government official;funcionario de gobierno extranjeros;Jalisco;Guadalajara;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_ea40b26f806da5693cefa423b2779c15633771a0;en_tq_dc74c52337880f3f0ca4431e760b101d97448e02;es_092916e4524df82934d414596e89ce71a154a71c;es_tq_de9e1e1bd28dc00b2b53e9666b7a4c471f8d8a73;0;ok;;;error;Missing result for id
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;2;foreign government official definition;;Jalisco;Guadalajara;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_5ca6687d92a8f8962fee89044f33d302a5b537f6;en_tq_b11cb27f44d9b56314746136132bc2adb1c54e86;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;3;foreign government official visa;;Jalisco;Guadalajara;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_afbceaca473debfc89d64760cd5d5ba5f559bc1d;en_tq_7e531f7a7ad3d8682ab600d17a1ba24a8b52e400;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;1;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;4;foreign government official meaning;;Jalisco;Guadalajara;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_e98d47a73013114dd150c5a62c76fdf893fe34d9;en_tq_24fde307ebfd29573909d3903076b315ac2d1d6b;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;5;foreign government official in spanish;;Jalisco;Guadalajara;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_377619a344289e8ff80f2cd3c2c093e4831a9e87;en_tq_efa79f6f74cc0d74b591f38315a3c70d5ffbc4fc;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;6;foreign government official visa meaning;;Jalisco;Guadalajara;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_83e7c5b145e20b1c139255abe0ba34cabf34863c;en_tq_5ee7d64ff2ee1a53ffdda217a15b2074884a2602;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;7;foreign public official;;Jalisco;Guadalajara;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_2517614c7f6e34dfe833d55a3dddf973c527d02c;en_tq_d3f4fec318a47d3fb0c92cefa3caaa9c77f3295c;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;8;foreign public official meaning;;Jalisco;Guadalajara;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_cca4433ad3c84836c6c3daba11c5f5433065fa72;en_tq_505372f54f4aa04e915b924fcbb693bacfd4d502;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
Foreign government official;Funcionario de gobierno extranjero;0;0;1;1;4;Institutionen, Akteure, rechtliche Strukturen;1;0;0;9;foreign public official examples;;Jalisco;Guadalajara;Mexiko;2026-03-15 08:42:10 CST (-0600);mexiko;en_8b4873c09695805f383bcaf10d1ced0ea28fdcad;en_tq_a270d9809f89127b9d2d0c4a1780ff15df524f2a;es_da39a3ee5e6b4b0d3255bfef95601890afd80709;es_tq_73cc9fe1a09919803d0928d346e810e6ac43a731;0;ok;;;;
